text1,text2,similarity
I am doing yoga,I am scared,0.46
The dog is barking,It is sunny today,0.34
The weather is cold,It is a beautiful day,0.31
I am cleaning my room,I am going to the gym,0.41
I am watching a movie,It is cloudy today,0.03
I am doing yoga,The car is parked outside,0.0
The movie was boring,The car is parked outside,0.37
I feel confident,The dog is barking,0.1
It is raining today,It is windy today,0.61
I am doing yoga,The food tastes great,0.0
The cat is sleeping,The computer is running,0.36
There is a thunderstorm,It is windy today,0.44
It is cloudy today,I feel nervous,0.0
I feel nervous,I am coding a project,0.27
The room is clean,The dog is barking,0.42
I am doing yoga,I feel nervous,0.13
I am coding a project,The bed is comfortable,0.18
It is raining today,The dog is barking,0.25
I am doing yoga,It is sunny today,0.04
I am a bit upset,I am watching a movie,0.49
It might snow today,I am coding a project,0.0
I am cleaning my room,There is a thunderstorm,0.0
There is a thunderstorm,The dog is barking,0.1
I am feeling great,I am calm and relaxed,0.59
I am doing yoga,I am calm and relaxed,0.34
The car is parked outside,It is raining today,0.17
I am sad today,The weather is hot,0.15
I am calm and relaxed,The phone is ringing,0.0
It is cloudy today,The bed is comfortable,0.45
The car is parked outside,It might snow today,0.0
I feel nervous,I feel nervous,0.99
The weather is cold,I am watching a movie,0.05
I am playing football,I feel nervous,0.3
I am very tired,A storm is coming,0.0
I am watching a movie,I am watching a movie,0.86
The dog is barking,A storm is coming,0.27
The car is parked outside,The cat is sleeping,0.32
The movie was boring,I am studying for exams,0.13
I am playing football,It is windy today,0.0
It is sunny today,A storm is coming,0.06
I feel excited,I am feeling great,0.14
I feel nervous,I am learning a new language,0.44
I am sad today,The food tastes great,0.0
I feel excited,The weather is cold,0.12
I am going to the gym,The computer is running,0.29
I am learning a new language,I am happy today,0.4
I am cleaning my room,I am sad today,0.53
There is a thunderstorm,I am cleaning my room,0.0
I am scared,I am a bit upset,0.8
The bed is comfortable,I am doing yoga,0.0
The room is clean,The car is parked outside,0.47
The food tastes great,I am playing football,0.0
It might snow today,I am cleaning my room,0.0
I am feeling great,I am cleaning my room,0.69
The food tastes great,I am a bit upset,0.12
I am coding a project,I am happy today,0.38
The room is clean,The bed is comfortable,0.45
I am scared,It is sunny today,0.05
I am feeling great,The phone is ringing,0.0
The room is clean,I am coding a project,0.0
It is cloudy today,I am coding a project,0.08
I am a bit upset,I feel nervous,0.02
The movie was boring,I am a bit upset,0.0
I am calm and relaxed,The computer is running,0.15
I am a bit upset,It is windy today,0.16
It is windy today,I feel excited,0.0
There is a thunderstorm,I am watching a movie,0.18
The car is parked outside,I am cleaning my room,0.0
I am feeling great,A storm is coming,0.0
It is sunny today,The weather is hot,0.29
The weather is cold,I am studying for exams,0.18
The food tastes great,The weather is hot,0.17
The cat is sleeping,I am playing football,0.0
I am studying for exams,I feel excited,0.3
I am a bit upset,I am watching a movie,0.73
I am very tired,I am reading a book,0.56
I am sad today,The car is parked outside,0.0
I am playing football,It is raining today,0.2
I am going to the gym,The food tastes great,0.06
The cat is sleeping,I am learning a new language,0.13
The car is parked outside,There is a thunderstorm,0.36
The bed is comfortable,I am cleaning my room,0.06
I am reading a book,It is windy today,0.01
The car is parked outside,It is sunny today,0.32
I am calm and relaxed,I am cleaning my room,0.28
The room is clean,I am doing yoga,0.15
I am feeling great,The room is clean,0.0
I feel nervous,The food tastes great,0.0
I am playing football,It is windy today,0.0
I am reading a book,There is a thunderstorm,0.3
I am learning a new language,I am cooking dinner,0.2
I am playing football,I feel nervous,0.41
I am reading a book,It is sunny today,0.0
I am calm and relaxed,The computer is running,0.0
It is raining today,I am watching a movie,0.0
I am playing football,I am watching a movie,0.54
I feel excited,I feel nervous,0.64
It is sunny today,I am doing yoga,0.09
It is a beautiful day,I feel nervous,0.0
I am doing yoga,I am reading a book,0.49
The food tastes great,It is cloudy today,0.14
The phone is ringing,I feel excited,0.0
The weather is hot,I am calm and relaxed,0.07
The phone is ringing,It is a beautiful day,0.27
I am coding a project,It is a beautiful day,0.39
The food tastes great,I am calm and relaxed,0.0
The game was fun,I am studying for exams,0.0
The car is parked outside,I am feeling great,0.04
The movie was boring,I am sad today,0.08
It might snow today,I am watching a movie,0.0
The weather is hot,A storm is coming,0.28
The cat is sleeping,A storm is coming,0.1
The weather is cold,The cat is sleeping,0.59
I am reading a book,It is raining today,0.0
I feel confident,A storm is coming,0.0
A storm is coming,The bed is comfortable,0.11
I am cooking dinner,The phone is ringing,0.0
A storm is coming,I am happy today,0.02
The weather is cold,The car is parked outside,0.49
I am cleaning my room,I am coding a project,0.45
The dog is barking,I am cleaning my room,0.0
I am happy today,I am a bit upset,0.33
I feel confident,The cat is sleeping,0.2
It might snow today,The bed is comfortable,0.0
I am learning a new language,The game was fun,0.0
The dog is barking,I am going to the gym,0.31
It is cloudy today,I am watching a movie,0.0
I feel confident,I am cleaning my room,0.53
I am a bit upset,I am cooking dinner,0.54
I am happy today,A storm is coming,0.06
I am playing football,I am very tired,0.57
A storm is coming,I feel nervous,0.12
It is sunny today,I am coding a project,0.14
I am cooking dinner,The weather is cold,0.0
It is a beautiful day,The weather is cold,0.38
I am coding a project,There is a thunderstorm,0.33
The weather is cold,There is a thunderstorm,0.16
I am going to the gym,I am very tired,0.21
It is raining today,The car is parked outside,0.43
The weather is hot,The phone is ringing,0.45
The food tastes great,I am happy today,0.09
The computer is running,A storm is coming,0.07
It is windy today,I am watching a movie,0.02
The phone is ringing,I am playing football,0.0
I am calm and relaxed,I feel nervous,0.31
I am scared,The room is clean,0.12
The car is parked outside,I am sad today,0.17
I am learning a new language,I am doing yoga,0.15
It might snow today,I am scared,0.07
I feel nervous,It might snow today,0.0
The food tastes great,I am happy today,0.0
I am happy today,The cat is sleeping,0.0
A storm is coming,I am coding a project,0.25
I am doing yoga,I am calm and relaxed,0.34
The computer is running,I am happy today,0.08
It is windy today,A storm is coming,0.22
I am learning a new language,A storm is coming,0.07
I am playing football,I am studying for exams,0.49
I am learning a new language,The room is clean,0.0
A storm is coming,The bed is comfortable,0.16
The bed is comfortable,The bed is comfortable,0.98
It is raining today,The food tastes great,0.0
It is a beautiful day,I am doing yoga,0.18
I feel excited,The phone is ringing,0.0
I am sad today,There is a thunderstorm,0.0
I am cleaning my room,A storm is coming,0.04
I am scared,I am going to the gym,0.72
I am a bit upset,There is a thunderstorm,0.36
The room is clean,The dog is barking,0.45
The food tastes great,It is windy today,0.18
I feel nervous,The bed is comfortable,0.13
I am a bit upset,I am sad today,0.39
I am scared,The dog is barking,0.11
I am reading a book,I am coding a project,0.65
I feel nervous,I am studying for exams,0.51
The movie was boring,I am sad today,0.08
It is sunny today,The dog is barking,0.36
I feel nervous,I am doing yoga,0.35
The car is parked outside,It is raining today,0.3
I am feeling great,I am reading a book,0.42
The bed is comfortable,The game was fun,0.28
I am coding a project,The food tastes great,0.0
The food tastes great,The game was fun,0.39
I am coding a project,It is raining today,0.0
I am learning a new language,There is a thunderstorm,0.11
The phone is ringing,I am learning a new language,0.0
I am a bit upset,I am calm and relaxed,0.23
I am feeling great,The room is clean,0.05
The bed is comfortable,The phone is ringing,0.39
There is a thunderstorm,I am doing yoga,0.0
I am cooking dinner,I am studying for exams,0.42
It might snow today,I feel nervous,0.19
I am feeling great,There is a thunderstorm,0.0
The weather is cold,I am sad today,0.15
It is raining today,I feel confident,0.12
I am a bit upset,I feel excited,0.23
It is raining today,The computer is running,0.27
I feel confident,I feel confident,1.0
It might snow today,It is cloudy today,0.5
I am playing football,The weather is cold,0.1
The weather is hot,The phone is ringing,0.4
The cat is sleeping,I am reading a book,0.0
I am reading a book,The phone is ringing,0.0
I am playing football,The room is clean,0.1
It is sunny today,It is sunny today,0.82
The movie was boring,The car is parked outside,0.26
I feel excited,I am learning a new language,0.48
I am learning a new language,The phone is ringing,0.06
It is raining today,The bed is comfortable,0.32
It is windy today,I am playing football,0.15
I am doing yoga,The food tastes great,0.0
I am doing yoga,The food tastes great,0.0
I feel nervous,I feel confident,0.64
I feel confident,The weather is hot,0.0
I am scared,I am reading a book,0.8
It is windy today,I am reading a book,0.13
It is sunny today,The computer is running,0.25
The car is parked outside,The bed is comfortable,0.22
I am very tired,The room is clean,0.1
I am happy today,I am doing yoga,0.6
There is a thunderstorm,I feel confident,0.04
The bed is comfortable,I am feeling great,0.11
I feel nervous,The food tastes great,0.0
The phone is ringing,I am doing yoga,0.19
It might snow today,I am watching a movie,0.18
I feel excited,The movie was boring,0.0
I am coding a project,I am happy today,0.57
It is raining today,It is sunny today,0.6
The food tastes great,I am happy today,0.17
I am scared,I am scared,0.91
The game was fun,I feel confident,0.09
A storm is coming,I am scared,0.09
The computer is running,I am playing football,0.18
I feel confident,The dog is barking,0.0
The bed is comfortable,I am cleaning my room,0.12
The dog is barking,It is raining today,0.25
It is a beautiful day,I am coding a project,0.03
I am sad today,The food tastes great,0.06
It is windy today,The car is parked outside,0.21
I am cleaning my room,The phone is ringing,0.1
It might snow today,I am cooking dinner,0.0
The cat is sleeping,I am studying for exams,0.0
The phone is ringing,It is windy today,0.4
I am reading a book,It is windy today,0.0
It is sunny today,The phone is ringing,0.08
It is cloudy today,The weather is hot,0.35
A storm is coming,It is a beautiful day,0.69
I am learning a new language,It is a beautiful day,0.13
There is a thunderstorm,There is a thunderstorm,0.81
The game was fun,The computer is running,0.25
I am a bit upset,I feel confident,0.18
The cat is sleeping,A storm is coming,0.09
I am reading a book,I am happy today,0.52
The cat is sleeping,I am reading a book,0.0
I am playing football,The weather is cold,0.0
I feel excited,The bed is comfortable,0.0
It might snow today,The computer is running,0.0
The bed is comfortable,I am very tired,0.18
